name,website,category,original_category,founded,github_org,twitter_handle,notes,batch,yc_status,ph_slug,tagline,sources,sector,function
Alai,https://getalai.com,Productivity AI,AI,2024,,,,Winter 2024,Active,,Create high quality presentations quickly using AI,ycombinator,Cross-industry,Generative Product
Brainbase Labs,https://brainbaselabs.com,AI Agents,AI,2024,,,,Winter 2024,Active,,The AI Labor Company,ycombinator,Cross-industry,AI Agent
Focal,https://focalml.com,Video AI,,2024,,,,Winter 2024,Active,,AI video creation tool for TV shows and movies,ycombinator,Cross-industry,Generative Product
Ligo Biosciences,https://www.ligo.bio,Design AI,,2024,,,,Summer 2024,Active,,Enzyme design models.,ycombinator,Healthcare,Foundation Models
Model ML,https://www.modelml.com/,ML Infrastructure,,2023,,,,Winter 2024,Active,,AI Workspace for Financial Services.,ycombinator,Finance,Copilot / Assistant
BetterBasket,http://www.betterbasket.com,E-commerce AI,AI,2024,,,,Winter 2024,Active,,Smart grocery pricing with AI,ycombinator,E-commerce,Analytics & Decisioning
Risotto,https://tryrisotto.com,Customer Support AI,AI,2024,,,,Winter 2024,Active,,Risotto auto-solves IT support requests using AI,ycombinator,Customer Support,AI Agent
Diana,https://getdiana.com/,HR AI,AI,2024,,,,Winter 2024,Active,,Give Your Employee An Employee,ycombinator,HR,AI Agent
Raindrop,https://www.raindrop.ai,AI Agents,AI,2024,,,,Winter 2024,Active,,Sentry for AI Agents,ycombinator,Cross-industry,ML Infrastructure
Manifold Freight,https://www.manifoldfreight.com/,Logistics AI,AI,2024,,,,Winter 2024,Active,,Aggregating Spot Freight Opportunities for Carriers,ycombinator,Logistics,Analytics & Decisioning
OffDeal,https://offdeal.io,Finance AI,AI,2024,,,,Winter 2024,Active,,AI-native investment bank for small businesses,ycombinator,Finance,AI Agent
Overeasy,https://overeasy.sh/,General AI,AI,2024,,,,Summer 2024,Active,,,ycombinator,Cross-industry,Copilot / Assistant
Andy AI,https://with-andy.com,Healthcare AI,,2024,,,,Winter 2024,Active,,Faster clinical documentation for home health nurses,ycombinator,Healthcare,Copilot / Assistant
Conduit,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator,Customer Support AI,AI,2024,,,,Winter 2024,Active,,Conversational AI agents for Customer Service.,ycombinator,Customer Support,AI Agent
Preloop,https://www.preloop.com,ML Infrastructure,AI,2023,,,,Winter 2024,Active,,Translate your experimental scripts into production ML services,ycombinator,Cross-industry,ML Infrastructure
Superagent,https://superagent.sh/,AI Agents,AI,2023,,,,Winter 2024,Active,,Red teaming for AI agents,ycombinator,Security,ML Infrastructure
SevnAI,https://sevn.ai/,Gaming AI,AI,2023,,,,Winter 2024,Active,,AI Gaming,ycombinator,Gaming,Generative Product
Ellipsis,https://ellipsis.dev,Code AI,,2024,,,,Winter 2024,Active,,AI code reviews & bug fixes,ycombinator,Cross-industry,AI Agent
Solari AI,https://www.usesolari.ai/,AI Agents,AI,2024,,,,Winter 2024,Active,,Gives non-technical team members agents that work right out of the box,ycombinator,Cross-industry,AI Agent
Centralize,https://www.usecentralize.com/,Analytics,AI,2023,,,,Winter 2024,Active,,The AI-powered deal collaboration platform for high ACV revenue teams,ycombinator,Cross-industry,Analytics & Decisioning
phospho,https://phospho.ai,Robotics,AI,2024,,,,Winter 2024,Active,,Give brains to robots,ycombinator,Cross-industry,ML Infrastructure
Firebender,https://firebender.com,AI Agents,,2024,,,,Winter 2024,Active,,Most powerful coding agent for Android engineers,ycombinator,Cross-industry,AI Agent
Aether,https://www.tryaether.co/,Go-to-Market AI,,2024,,,,Winter 2024,Active,,AI sales platform for home services,ycombinator,Real Estate,AI Agent
Fuse,http://www.fuseinsight.com,Healthcare AI,,2024,,,,Summer 2024,Active,,AI helpers for patient intake and benefits checks,ycombinator,Healthcare,AI Agent
PandasAI,https://pandas-ai.com,Data Infrastructure,,2024,,,,Winter 2024,Active,,PandasAI is an open-source conversational data analysis platform with…,ycombinator,Cross-industry,Analytics & Decisioning
14.ai,https://14.ai,AI Agents,,2023,,,,Winter 2024,Active,,AI engine powering autonomous brands startingwith gloglo.com,ycombinator,Consumer,AI Agent
Tamarind Bio,https://www.tamarind.bio,Healthcare AI,AI,2023,,,,Winter 2024,Active,,AI Inference Platform for Drug Discovery,ycombinator,Healthcare,ML Infrastructure
Decipher AI,https://getdecipher.com,AI Agents,AI,2024,,,,Winter 2024,Active,,QA agents that write tests 10x faster with zero maintenance,ycombinator,Cross-industry,AI Agent
Respan,https://respan.ai,Robotics,AI,2024,,,,Winter 2024,Active,,"""Self-driving observability, evals, and gateway for AI agents""",ycombinator,Cross-industry,ML Infrastructure
Meticulate,https://meticulate.ai/,Go-to-Market AI,,2024,,,,Winter 2024,Active,,Making it easy for B2B sales teams to send stellar outbound,ycombinator,Cross-industry,AI Agent
Tusk,https://usetusk.ai,AI Agents,,2023,,,,Winter 2024,Active,,AI agent that generates unit and integration tests,ycombinator,Cross-industry,AI Agent
TokenOwl,https://tokenowl.ai,Finance AI,AI,2024,,,,Winter 2024,Active,,AI portfolio tools for thenext generation of finance,ycombinator,Finance,Analytics & Decisioning
Ecliptor,https://ecliptor.ai,ML Infrastructure,AI,2024,,,,Winter 2024,Active,,AI and Embeddings. ,ycombinator,Cross-industry,Data Infrastructure
Greenboard,https://www.greenboard.com,Finance AI,AI,2023,,,,Winter 2024,Active,,Modern OS for the financial back office. ,ycombinator,Finance,Copilot / Assistant
Eggnog,https://www.eggnog.ai,Video AI,,2024,,,,Winter 2024,Active,,Fun with AI video,ycombinator,Consumer,Generative Product
Arini,https://www.arini.ai,Healthcare AI,AI,2024,,,,Winter 2024,Active,,AI receptionist for dentists,ycombinator,Healthcare,AI Agent
AveryIQ,https://callavery.com,Real Estate AI,AI,2024,,,,Winter 2024,Active,,AI Copilot for Property Managers and Landlords,ycombinator,Real Estate,Copilot / Assistant
Agentic Labs,https://agenticlabs.com,Design AI,,2024,,,,Winter 2024,Active,,AI system design tools for dev teams,ycombinator,Cross-industry,Copilot / Assistant
nCompass Technologies,https://www.ncompass.tech,ML Infrastructure,AI,2024,,,,Winter 2024,Active,,Optimize performance on GPUs - 10x faster,ycombinator,Cross-industry,ML Infrastructure
Pretzel AI,https://withpretzel.com,Code AI,AI,2024,,,,Winter 2024,Active,,AI tooling,ycombinator,Cross-industry,AI Agent
Reducto,https://reducto.ai,Code AI,AI,2024,,,,Winter 2024,Active,,The most accurate API to parse documents,ycombinator,Cross-industry,Data Infrastructure
Andon Labs,https://andonlabs.com/,AI Agents,,2023,,,,Winter 2024,Active,,Autonomous organizations without humans inthe loop,ycombinator,Cross-industry,AI Agent
Poka Labs,https://www.pokalabs.com/,Engineering AI,AI,2024,,,,Summer 2024,Active,,The modern operating system for chemical manufacturing.,ycombinator,Engineering,Copilot / Assistant
Nuanced,https://www.nuanced.dev/,Code AI,AI,2024,,,,Winter 2024,Active,,Nuanced makes AI coding agents and tools smarter with static analysis.,ycombinator,Cross-industry,ML Infrastructure
Tracecat,https://tracecat.com,Security AI,,2024,,,,Winter 2024,Active,,The open sourceAI-native security automation platform,ycombinator,Security,AI Agent
Sonia,https://soniahealth.com,Healthcare AI,,2024,,,,Winter 2024,Active,,"""Validated mental health support in your pocket, anytime. """,ycombinator,Healthcare,Copilot / Assistant
Duckie,https://duckie.ai/,Customer Support AI,AI,2023,,,,Winter 2024,Active,,Build AI Support Agents in Minutes,ycombinator,Customer Support,AI Agent
Happenstance,https://happenstance.ai,AI Search,,2024,,,,Winter 2024,Active,,People search powered by AI,ycombinator,Cross-industry,Analytics & Decisioning
Greptile,https://www.greptile.com,Code AI,,2023,,,,Winter 2024,Active,,AI code review agent with complete context of your codebase,ycombinator,Cross-industry,AI Agent
ego,https://egoai.com,Gaming AI,AI,2024,,,,Winter 2024,Active,,"""Character AI + Roblox :persistent, sapient AI characters in 3D worlds """,ycombinator,Gaming,Generative Product
Legora,https://www.legora.com/,Legal AI,AI,2023,,,,Winter 2024,Active,,The AI workspace for lawyers,ycombinator,Legal,Copilot / Assistant
Scritch,https://www.scritchai.com,Healthcare AI,AI,2024,,,,Winter 2024,Active,,AI operating system for veterinary care,ycombinator,Healthcare,Copilot / Assistant
DryMerge,https://www.drymerge.com,Go-to-Market AI,,2023,,,,Winter 2024,Active,,AI that updates your CRM for you,ycombinator,Cross-industry,AI Agent
Navier AI,http://navier.ai,AI Agents,,2024,,,,Winter 2024,Active,,Agent-Driven Engineering,ycombinator,Engineering,AI Agent
Upsolve AI,https://upsolve.ai/,Analytics,AI,2023,,,,Winter 2024,Active,,Embed GenBI in Your SaaS App,ycombinator,Cross-industry,Analytics & Decisioning
Letterbook,https://www.letterbook.ai/,Customer Support AI,AI,2023,,,,Summer 2023,Active,,AI-native customer support platform,ycombinator,Customer Support,AI Agent
Orbio Earth,https://www.orbio.earth/,ClimateTech AI,AI,2023,,,,Summer 2023,Active,,Tracking methane emissions with satellites,ycombinator,ClimateTech,Analytics & Decisioning
jo,https://askjo.ai,Consumer AI,AI,2024,,,,Winter 2024,Active,,A new personal AI that actuallyknows you.,ycombinator,Consumer,Copilot / Assistant
Tempo,https://www.tempo.new,Code AI,AI,2023,,,,Summer 2023,Active,,"""Visual Editor for React, powered by AI""",ycombinator,Cross-industry,Copilot / Assistant
Cognitio Labs,https://cognitioiq.com,Healthcare AI,AI,2023,,,,Summer 2023,Active,,Automating FDA-grade Traceability Requirements with Sensors and AI.,ycombinator,Healthcare,Analytics & Decisioning
truemetrics,https://www.truemetrics.io/,Logistics AI,AI,2023,,,,Summer 2023,Active,,We show couriers where to parkand enter a building.,ycombinator,Logistics,Analytics & Decisioning
Wattson Health,https://www.wattsonhealth.com,Healthcare AI,,2023,,,,Summer 2023,Active,,AI Voice and SMS Agents for Healthcare,ycombinator,Healthcare,AI Agent
Morph,https://morphllm.com,Code AI,AI,2023,,,,Summer 2023,Active,,Subagents and tools that improve coding agents,ycombinator,Cross-industry,ML Infrastructure
Nowadays,http://nowadays.ai/,Productivity AI,AI,2023,,,,Summer 2023,Active,,AI co-pilot for corporate retreat andevent planning,ycombinator,Cross-industry,AI Agent
Waldium,https://www.waldium.com/,AI Writing,AI,2023,,,,Summer 2023,Active,,The publishing layer for the AI-native web,ycombinator,Cross-industry,Generative Product
Mocha,https://getmocha.com,Code AI,AI,2023,,,,Summer 2023,Active,,Build and publish web apps in minutes. No coding required.,ycombinator,Cross-industry,Generative Product
Simbie AI,http://www.simbie.ai,Healthcare AI,AI,2023,,,,Summer 2023,Active,,We get patients to their next appointment,ycombinator,Healthcare,AI Agent
AiSDR,https://aisdr.com/,Go-to-Market AI,,2023,,,,Summer 2023,Active,,AI sales prospecting. Replace your SDR with AiSDR,ycombinator,Cross-industry,AI Agent
Giga,https://giga.ai/,AI Agents,,2023,,,,Summer 2023,Active,,AI Support Agent for Enterprises.,ycombinator,Customer Support,AI Agent
Inconvo,https://inconvo.com,Data Infrastructure,,2023,,,,Summer 2023,Active,,Build chat-with-data agents for customer-facing applications,ycombinator,Cross-industry,Data Infrastructure
Roame,https://roame.travel/,AI Search,,2023,,,,Summer 2023,Active,,Flight search engine using credit card points and miles,ycombinator,Consumer,Analytics & Decisioning
dili,https://www.dili.com,Security AI,,2023,,,,Summer 2023,Active,,Automating PWA Compliance and Diligence,ycombinator,Security,AI Agent
Webhound,https://webhound.ai,AI Agents,AI,2023,,,,Summer 2023,Active,,Long-horizon research agents,ycombinator,Cross-industry,AI Agent
Cair Health,https://www.cairhealth.com/,Healthcare AI,,2023,,,,Summer 2023,Active,,AI Agents for Healthcare RCM,ycombinator,Healthcare,AI Agent
Quill Bills,https://quillbills.com,Healthcare AI,,2023,,,,Summer 2023,Active,,AI-Powered Medical Billing,ycombinator,Healthcare,AI Agent
Strada,https://www.getstrada.com/,Finance AI,AI,2023,,,,Summer 2023,Active,,AI agents that run insurance operations,ycombinator,Finance,AI Agent
Minded,https://www.minded.com/,Code AI,AI,2023,,,,Summer 2023,Active,,Cursor for AI Agents,ycombinator,Cross-industry,AI Agent
Terracotta AI,https://tryterracotta.com,Code AI,,2023,,,,Summer 2023,Active,,AI-powered Infrastructure as Code PR reviews,ycombinator,Cross-industry,AI Agent
Cedalio,https://cedalio.com/,ClimateTech AI,AI,2023,,,,Summer 2023,Active,,Turn your utility bills into smart decisions with AI,ycombinator,ClimateTech,Analytics & Decisioning
Langdock,https://langdock.com,General AI,AI,2023,,,,Summer 2023,Active,,The all-in-one AI platform for companies.,ycombinator,Cross-industry,Copilot / Assistant
sudocode,https://sudocode.ai,Code AI,AI,2023,,,,Summer 2023,Active,,orchestrate your coding agents with sudocode,ycombinator,Cross-industry,AI Agent
Sweep,https://sweep.dev/,Code AI,AI,2023,,,,Summer 2023,Active,,The best AIcoding assistant for JetBrains,ycombinator,Cross-industry,Copilot / Assistant
Silimate,https://www.silimate.com,Engineering AI,AI,2023,,,,Summer 2023,Active,,The copilot for chip designers,ycombinator,Engineering,Copilot / Assistant
Andromeda Surgical,http://www.andromedasurgical.com,AI Agents,,2023,,,,Summer 2023,Active,,Autonomous surgical robots,ycombinator,Healthcare,AI Agent
DisputeNinja,https://www.disputeninja.ai,AI Agents,AI,2023,,,,Summer 2023,Active,,Automate your chargebacks with AI agents,ycombinator,E-commerce,AI Agent
Baserun,https://baserun.ai,ML Infrastructure,,2023,,,,Summer 2023,Active,,Observability and evaluation platform for LLM apps.,ycombinator,Cross-industry,ML Infrastructure
Sola,https://www.sola-solutions.com/,Robotics,AI,2023,,,,Summer 2023,Active,,Copilot forRobotic Process Automation,ycombinator,Cross-industry,Copilot / Assistant
Rankai,https://rankai.ai/,Go-to-Market AI,AI,2024,,,,Summer 2023,Active,,AI-Native Agency for Organic Growth (SEO & GEO) ,ycombinator,Cross-industry,AI Agent
Inlet,https://inletai.com,Legal AI,AI,2023,,,,Summer 2023,Active,,AI timekeeping forlegal professionals.,ycombinator,Legal,Analytics & Decisioning
Slicker,https://www.slickerhq.com,Finance AI,AI,2023,,,,Summer 2023,Active,,Recover payment failures and maximize subscription Revenue,ycombinator,Finance,AI Agent
Gleam,https://joingleam.com,Healthcare AI,,2023,,,,Summer 2023,Active,,Automating Data Entry for Clinical Trials,ycombinator,Healthcare,AI Agent
sizeless,https://www.sizeless.co,Real Estate AI,AI,2023,,,,Summer 2023,Active,,Instant 3D Digital Twins for Smarter RealEstate.,ycombinator,Real Estate,Generative Product
Continue,https://continue.dev,Code AI,AI,2023,,,,Summer 2023,Active,,Quality control for your software factory,ycombinator,Cross-industry,Copilot / Assistant
Respaid,https://www.respaid.com,Finance AI,AI,2023,,,,Summer 2023,Active,,"""Respectful B2B Debt Collection, Powered by AI""",ycombinator,Finance,AI Agent
MediSearch,https://medisearch.io,Healthcare AI,,2023,,,,Summer 2023,Active,,Search engine for trustworthy medical information.,ycombinator,Healthcare,AI Agent
Numen,https://www.numen.com,Healthcare AI,AI,2023,,,,Summer 2023,Active,,Engineering a future without cancer deaths.,ycombinator,Healthcare,Research Lab
Decoda Health,https://decodahealth.com/,Healthcare AI,,2023,,,,Summer 2023,Active,,The all-in-one EMR built for med spasand elective care,ycombinator,Healthcare,Copilot / Assistant
Skyvern,https://www.skyvern.com/,AI Agents,,2023,,,,Summer 2023,Active,,Open Source AI Agent to automate browser workflows viaan API,ycombinator,Cross-industry,AI Agent
Rocketeer,https://rocketeer.build,Code AI,,2023,,,,Summer 2023,Active,,Claude Code for GTM,ycombinator,Cross-industry,AI Agent
Serra,https://www.serra.io/,HR AI,AI,2023,,,,Summer 2023,Active,,Your 24/7 AI Recruiter,ycombinator,HR,AI Agent
Arcimus,https://www.arcimus.com/,HR AI,AI,2023,,,,Summer 2023,Active,,A stream of engineering candidates who ship.,ycombinator,HR,Copilot / Assistant
Bronco AI,https://www.bronco.ai/,Design AI,,2023,,,,Summer 2023,Active,,AI for ASIC Design Verification,ycombinator,Engineering,Copilot / Assistant
Venta AI,https://www.getventa.ai,Go-to-Market AI,,2023,,,,Summer 2023,Active,,The compliant AI colleague for sales teams in Europe,ycombinator,Cross-industry,Copilot / Assistant
Alguna,https://alguna.com,Finance AI,AI,2023,,,,Summer 2023,Active,,AI-Native CPQ & Billing for Modern Pricing Models,ycombinator,Finance,Copilot / Assistant
SID,https://www.sid.ai,AI Search,AI,2023,,,,Summer 2023,Active,,AI research lab forretrieval,ycombinator,Cross-industry,Research Lab
Spine AI,https://www.getspine.ai,AI Agents,AI,2023,,,,Summer 2023,Active,,Manage a swarm of AI agents to get real work done,ycombinator,Cross-industry,AI Agent
CORE,https://getcore.me,Consumer AI,AI,2023,,,,Summer 2023,Active,,Your AI butler that understands you really well and proactively acts…,ycombinator,Consumer,AI Agent
Talc,https://talc.ai,Healthcare AI,,2023,,,,Summer 2023,Active,,Event extraction for Medical Researchers,ycombinator,Healthcare,Analytics & Decisioning
OpenTools,https://opentools.com,ML Infrastructure,,2023,,,,Summer 2023,Active,,The API for LLM tool use,ycombinator,Cross-industry,ML Infrastructure
Readily,https://readily.co,Security AI,,2023,,,,Summer 2023,Active,,AI Compliance Platform for Healthcare Organizations,ycombinator,Healthcare,Analytics & Decisioning
Pointhound,http://www.pointhound.com,Finance AI,AI,2023,,,,Summer 2023,Active,,Earn and redeem credit card points for free flights,ycombinator,Consumer,Analytics & Decisioning
Diligent,https://godiligent.ai,Security AI,,2024,,,,Summer 2023,Active,,AI agents for fintech risk and compliance operations,ycombinator,Finance,AI Agent
Sohar Health,https://www.soharhealth.com,Healthcare AI,,2023,,,,Summer 2023,Active,,AI-powered insurance verification to boost patient conversion.,ycombinator,Healthcare,AI Agent
Elyos AI,https://www.elyos.ai/,Customer Support AI,AI,2023,,,,Summer 2023,Active,,AI Customer Service Agents for trades and field services,ycombinator,Customer Support,AI Agent
Clearest Health,https://clearesthealth.com/,Healthcare AI,,2023,,,,Summer 2023,Active,,Rebuilding trust in American health insurance.,ycombinator,Healthcare,Analytics & Decisioning
Reworkd,https://reworkd.ai,Data Infrastructure,,2023,,,,Summer 2023,Active,,The simplest way to extract web data at scale,ycombinator,Cross-industry,Data Infrastructure
Kino AI,https://kino.ai,Video AI,,2023,,,,Summer 2023,Active,,Kino is an AI media manager and video editor for humans and agents.,ycombinator,Cross-industry,Copilot / Assistant
kapa.ai,https://www.kapa.ai,Customer Support AI,AI,2023,,,,Summer 2023,Active,,The fastest way to build AI assistants on technical content,ycombinator,Customer Support,AI Agent
Vaero,https://vaero.ai,AI Writing,AI,2023,,,,Winter 2023,Active,,AI for Human Writing,ycombinator,Cross-industry,Copilot / Assistant
Yuma AI,https://yuma.ai,AI Agents,,2023,,,,Winter 2023,Active,,The AI Support Agent for Ecommerce,ycombinator,Customer Support,AI Agent
Automat,https://www.runautomat.com/,AI Agents,AI,2023,,,,Winter 2023,Active,,AI enabled RPA using ChatGPT and computer vision,ycombinator,Cross-industry,AI Agent
Adri AI,https://www.getadri.ai/,Security AI,AI,2023,,,,Winter 2023,Active,,Vanta for AI,ycombinator,Security,Analytics & Decisioning
Vendora,https://www.vendora.io/,E-commerce AI,AI,2023,,,,Winter 2023,Active,,All-in-One Software for the $1T Grocery Industry,ycombinator,E-commerce,Copilot / Assistant
Type,https://type.ai,AI Writing,AI,2023,,,,Winter 2023,Active,,The AI-first document editor.,ycombinator,Cross-industry,Generative Product
Metal,https://metal.ai/,Finance AI,AI,2023,,,,Winter 2023,Active,,Institutional Intelligence for Private Equity,ycombinator,Finance,Analytics & Decisioning
Pier,http://www.pier-finance.com,Security AI,,2023,,,,Winter 2023,Active,,Stripe for Credit - Trusted Credit Compliance Partner,ycombinator,Finance,Copilot / Assistant
Benchmark,https://withbenchmark.com/,Finance AI,AI,2023,,,,Winter 2023,Active,,Decision infrastructure for investment firms,ycombinator,Finance,Analytics & Decisioning
rex.fit,https://www.rex.fit,Healthcare AI,AI,2023,,,,Winter 2023,Active,,Automating nutrition tracking.,ycombinator,Consumer,Copilot / Assistant
Berry,https://berryai.com/,HR AI,AI,2023,,,,Winter 2023,Active,,Scale customersuccess and onboarding with AI ,ycombinator,Customer Support,AI Agent
Decohere,https://decohere.ai,ML Infrastructure,AI,2023,,,,Winter 2023,Active,,Real-time generative AI,ycombinator,Cross-industry,ML Infrastructure
CorgiLabs,https://www.corgilabs.ai,Finance AI,AI,2023,,,,Winter 2023,Active,,AI to increase payment acceptance and reduce fraud for businesses,ycombinator,Finance,Analytics & Decisioning
Coldreach,https://coldreach.ai/,Go-to-Market AI,AI,2023,,,,Winter 2023,Active,,Find the best leads with custom intent signals,ycombinator,Cross-industry,Analytics & Decisioning
SuperKalam,https://superkalam.com,Education AI,AI,2023,,,,Winter 2023,Active,,AI-Powered Super Mentor for Test Prep,ycombinator,Education,Copilot / Assistant
CombineHealth,https://www.combinehealth.ai/,Healthcare AI,AI,2023,,,,Winter 2023,Active,,Automating Healthcare Revenue Cycle Management with AI Workforce,ycombinator,Healthcare,AI Agent
Hippo Scribe,https://gethipposcribe.com,Healthcare AI,AI,2024,,,,Winter 2023,Active,,AI assisted documentation for PT/OT/SLP,ycombinator,Healthcare,Copilot / Assistant
Finic,https://www.finic.ai,Finance AI,AI,2023,,,,Winter 2023,Active,,Proactively hunt down fraud with AI,ycombinator,Finance,AI Agent
Shortbread,https://www.shortbread.ai/,Consumer AI,AI,2023,,,,Winter 2023,Active,,Read romance comics.,ycombinator,Consumer,Generative Product
Boundary,https://www.boundaryml.com,Code AI,AI,2023,,,,Winter 2023,Active,,The programming language for AI,ycombinator,Cross-industry,ML Infrastructure
222,https://222.place,Consumer AI,AI,2022,,,,Winter 2023,Active,,the AI social facilitator for offlinehuman to human interactions,ycombinator,Consumer,AI Agent
1stCollab,https://1stcollab.com/,Go-to-Market AI,,2022,,,,Winter 2023,Active,,Performance-Optimized Influencer Marketing at Scale,ycombinator,Cross-industry,Analytics & Decisioning
Orchid,https://orchid.health,Healthcare AI,,2023,,,,Winter 2023,Active,,AI-powered EHR for independent mental health professionals,ycombinator,Cross-industry,AI Agent
Truewind,https://www.trytruewind.com,Finance AI,AI,2023,,,,Winter 2023,Active,,AI-Powered Accounting,ycombinator,Finance,AI Agent
Velos,https://www.tryvelos.com,Finance AI,AI,2023,,,,Winter 2023,Active,,Platform to automate manual back-office work,ycombinator,Finance,AI Agent
Iliad,https://iliad.ai,Gaming AI,AI,2023,,,,Winter 2023,Active,,AI-accelerated procedural material and texture tools.,ycombinator,Gaming,Generative Product
co.dev,https://co.dev/?ref=YC,Code AI,AI,2023,,,,Winter 2023,Active,,Turn your ideas into full-stack apps,ycombinator,Cross-industry,Generative Product
DataSuite,https://truthsuite.com,ML Infrastructure,AI,2022,,,,Winter 2023,Active,,Dataset Management for AI Trainers,ycombinator,Cross-industry,Data Infrastructure
No Cap,https://www.nocap.so,Finance AI,AI,2023,,,,Winter 2023,Active,,"""AIstartup investor, No Cap""",ycombinator,Finance,AI Agent
Gooseworks,https://gooseworks.ai/,Go-to-Market AI,AI,2022,,,,Winter 2023,Active,,OpenClaw-style AI coworkers for GTM teams,ycombinator,Cross-industry,AI Agent
Cosine,http://www.cosine.sh,Code AI,AI,2022,,,,Winter 2023,Active,,Fully Agentic SWE,ycombinator,Cross-industry,AI Agent
PoplarML,http://poplarml.com,ML Infrastructure,AI,2023,,,,Winter 2023,Active,,Deploy Machine Learning Models with One Command,ycombinator,Cross-industry,ML Infrastructure
infra.new,https://infra.new,AI Agents,,2023,,,,Winter 2023,Active,,AI Agent for Cloud Infrastructure,ycombinator,Cross-industry,AI Agent
Gluetrail,https://www.gluetrail.com,Productivity AI,AI,2022,,,,Winter 2023,Active,,Create step by step articles with screenshots and videos 10x faster,ycombinator,Cross-industry,Generative Product
JustPaid,https://www.justpaid.ai,Finance AI,AI,2023,,,,Winter 2023,Active,,Billing Automation for B2B that actually works.,ycombinator,Finance,AI Agent
Narrative,https://www.trynarrative.com/,AI Agents,AI,2023,,,,Winter 2023,Active,,AI agents for end-to-end testing,ycombinator,Cross-industry,AI Agent
Versive,https://www.getversive.com/,Productivity AI,AI,2023,,,,Winter 2023,Active,,AI-first user research platform,ycombinator,Cross-industry,Analytics & Decisioning
Glass Health,https://glass.health,Healthcare AI,,2022,,,,Winter 2023,Active,,AI-Powered Clinical Decision Support & Ambient Scribing,ycombinator,Healthcare,Copilot / Assistant
Double – Coding Copilot,https://double.bot,Code AI,AI,2023,,,,Winter 2023,Active,,AI coding copilot engineered for performance,ycombinator,Cross-industry,Copilot / Assistant
Ohm,https://www.ohm.ai,Engineering AI,AI,2023,,,,Winter 2023,Active,,"""Ohm helps engineering labs develop better products faster, with AI.""",ycombinator,Engineering,Copilot / Assistant
Pair AI,https://www.pairai.com/,Video AI,,2023,,,,Winter 2023,Active,,Reimagining education with short form video and AI,ycombinator,Education,Generative Product
Backdrop,https://www.joinbackdrop.com,Finance AI,AI,2023,,,,Winter 2023,Active,,Building what’s next with AI.,ycombinator,Finance,AI Agent
Latent,https://latenthealth.com,Healthcare AI,,2023,,,,Winter 2023,Active,,Medical language models to automate healthcare operations,ycombinator,Healthcare,Foundation Models
Concourse,https://concourse.co/,Finance AI,AI,2023,,,,Winter 2023,Active,,AI Agents forcorporate finance teams,ycombinator,Finance,AI Agent
Novelcare,https://www.novel.care,Healthcare AI,,2023,,,,Winter 2023,Active,,Empowering every doctor and every patient to participate in research,ycombinator,Healthcare,Copilot / Assistant
Rollstack,https://www.rollstack.com,Data Infrastructure,,2022,,,,Winter 2023,Active,,Automate data-driven slide decks and documents with AI,ycombinator,Cross-industry,Generative Product
Linum,https://www.linum.ai/,Video AI,,2023,,,,Winter 2023,Active,,"""type text, dream video""",ycombinator,Cross-industry,Generative Product
Reflex,https://reflex.dev,Code AI,AI,2023,,,,Winter 2023,Active,,The operating system for building mission-critical enterprise apps.,ycombinator,Cross-industry,Generative Product
StackAI,https://www.stack-ai.com,General AI,AI,2023,,,,Winter 2023,Active,,The Enterprise AI Transformation Platform,ycombinator,Cross-industry,AI Agent
Chima,https://www.withchima.com/,General AI,AI,2023,,,,Winter 2023,Active,,Building infrastructure tools tohelp large companies customize their…,ycombinator,Cross-industry,AI Agent
Unify,https://unify.ai,Code AI,AI,2022,,,,Winter 2023,Active,,Hire AI — Not APIs ✨,ycombinator,HR,AI Agent
Gander,https://usegander.com,Logistics AI,AI,2024,,,YC marked Acquired (batch: Fall 2024),Fall 2024,Acquired,,Automation System for Global Aviation,ycombinator,Logistics,AI Agent
Thyme,https://www.meetthyme.com/,Finance AI,AI,2024,,,YC marked Acquired (batch: Summer 2024),Summer 2024,Acquired,,The OS for financial advisors,ycombinator,Finance,Copilot / Assistant
Remade,https://www.remade.ai/?utm_source=YC&utm_medium=YC&utm_campaign=YC_profile&utm_content=YC_profile,Design AI,,2024,,,YC marked Acquired (batch: Summer 2024),Summer 2024,Acquired,,AI-native canvas for creative workflows.,ycombinator,Cross-industry,Generative Product
Arcane,https://www.rohanmehta.com/,Gaming AI,AI,2024,,,YC marked Acquired (batch: Winter 2024),Winter 2024,Acquired,,AI powered games,ycombinator,Gaming,Generative Product
Resonance,https://www.useresonance.com/,Go-to-Market AI,,2024,,,YC marked Acquired (batch: Winter 2024),Winter 2024,Acquired,,Self-improving content bank for marketing,ycombinator,Cross-industry,Generative Product
Speck,https://speck.sh,Go-to-Market AI,AI,2024,,,YC marked Acquired (batch: Winter 2024),Winter 2024,Acquired,,AI Notetaker that automates all your admin work,ycombinator,Cross-industry,Copilot / Assistant
StarJar,https://www.starjar.io/,Healthcare AI,AI,2025,,,YC marked Acquired (batch: Winter 2024),Winter 2024,Acquired,,Starjar automates inbound document processing workflowsfor hospitals,ycombinator,Healthcare,AI Agent
