name,website,batch,status,founded_year,team_size,one_liner,yc_slug,source
Versive,https://www.getversive.com/,Winter 2023,Active,2023,3,AI-first user research platform,versive,ycombinator
Glass Health,https://glass.health,Winter 2023,Active,2022,7,AI-Powered Clinical Decision Support & Ambient Scribing,glass-health,ycombinator
Double – Coding Copilot,https://double.bot,Winter 2023,Active,2023,2,AI coding copilot engineered for performance,double-coding-copilot,ycombinator
Ohm,https://www.ohm.ai,Winter 2023,Active,2023,6,"""Ohm helps engineering labs develop better products faster, with AI.""",ohm-2,ycombinator
Pair AI,https://www.pairai.com/,Winter 2023,Active,2023,2,Reimagining education with short form video and AI,pair-ai,ycombinator
Backdrop,https://www.joinbackdrop.com,Winter 2023,Active,2023,2,Building what’s next with AI.,backdrop,ycombinator
Latent,https://latenthealth.com,Winter 2023,Active,2023,50,Medical language models to automate healthcare operations,latent,ycombinator
Concourse,https://concourse.co/,Winter 2023,Active,2023,7,AI Agents forcorporate finance teams,concourse,ycombinator
Novelcare,https://www.novel.care,Winter 2023,Active,2023,5,Empowering every doctor and every patient to participate in research,novelcare,ycombinator
Rollstack,https://www.rollstack.com,Winter 2023,Active,2022,30,Automate data-driven slide decks and documents with AI,rollstack-2,ycombinator
Linum,https://www.linum.ai/,Winter 2023,Active,2023,2,"""type text, dream video""",linum,ycombinator
Reflex,https://reflex.dev,Winter 2023,Active,2023,10,The operating system for building mission-critical enterprise apps.,reflex,ycombinator
StackAI,https://www.stack-ai.com,Winter 2023,Active,2023,55,The Enterprise AI Transformation Platform,stackai,ycombinator
Chima,https://www.withchima.com/,Winter 2023,Active,2023,7,Building infrastructure tools tohelp large companies customize their…,chima,ycombinator
Unify,https://unify.ai,Winter 2023,Active,2022,10,Hire AI — Not APIs ✨,unify,ycombinator
Gander,https://usegander.com,Fall 2024,Acquired,2024,7,Automation System for Global Aviation,gander,ycombinator
Thyme,https://www.meetthyme.com/,Summer 2024,Acquired,2024,2,The OS for financial advisors,thyme,ycombinator
Remade,https://www.remade.ai/?utm_source=YC&utm_medium=YC&utm_campaign=YC_profile&utm_content=YC_profile,Summer 2024,Acquired,2024,4,AI-native canvas for creative workflows.,remade,ycombinator
Arcane,https://www.rohanmehta.com/,Winter 2024,Acquired,2024,2,AI powered games,arcane,ycombinator
Resonance,https://www.useresonance.com/,Winter 2024,Acquired,2024,2,Self-improving content bank for marketing,resonance,ycombinator
Speck,https://speck.sh,Winter 2024,Acquired,2024,3,AI Notetaker that automates all your admin work,speck,ycombinator
StarJar,https://www.starjar.io/,Winter 2024,Acquired,2025,11,Starjar automates inbound document processing workflowsfor hospitals,starjar,ycombinator
OpenPipe,https://openpipe.ai/,Summer 2023,Acquired,2023,2,Turn expensive prompts into cheap fine-tuned models,openpipe,ycombinator
Autotab,https://autotab.com,Summer 2023,Acquired,2023,2,AI agents reliable enough to do real work,autotab,ycombinator
FlowiseAI,https://flowiseai.com,Summer 2023,Acquired,2023,5,Open source GenAI development platform,flowiseai,ycombinator
Inari,https://useinari.com,Summer 2023,Acquired,2023,2,Your juniorAI product manager,inari,ycombinator
Pincites,https://www.pincites.com/,Summer 2023,Acquired,2023,4,Close deals faster with AI for contract negotiation,pincites,ycombinator
Deasy Labs,https://www.deasylabs.com/,Summer 2023,Acquired,2023,8,Metadata for GenAI workflows,deasy-labs,ycombinator
Xeol,https://www.xeol.io/,Summer 2023,Acquired,2023,3,Close your outdated dependency attack vector,xeol,ycombinator
DAGWorks Inc.,https://www.dagworks.io/,Winter 2023,Acquired,2023,2,Open source tools & services for reliable AI Agents & AI Applications,dagworks-inc,ycombinator
Fintool,https://www.fintool.com/,Winter 2023,Acquired,2022,6,Financial copilot for institutional investors,fintool,ycombinator
Booth AI,https://booth.ai,Winter 2023,Acquired,2023,3,Generative AI Photographer for E-Commerce,booth-ai,ycombinator
Langfuse,https://langfuse.com,Winter 2023,Acquired,2023,13,Open source LLM engineering platform,langfuse,ycombinator
Nuntius,https://www.nuntius.ai,Summer 2025,Inactive,2025,2,Making Models Follow Rules.,nuntius,ycombinator
Zeroframe,https://zeroframe.ai,Fall 2024,Inactive,2024,2,Pushingthe boundaries of AI,zeroframe,ycombinator
Invaria,https://invaria.com,Summer 2024,Inactive,2024,3,The next generation logging and observability platform,invaria,ycombinator
Lumona,https://www.lumona.ai,Winter 2024,Inactive,2023,1,AI-enabled search engine featuring insights from social media.,lumona,ycombinator
Thorntale,https://thorntale.com,Winter 2024,Inactive,2024,2,"""The world's best presentation editor, powered by AI.""",thorntale,ycombinator
Abel,https://www.tryabel.com,Winter 2024,Inactive,2023,2,Transforming document review for litigation teams,abel,ycombinator
Toolify,https://toolify.sh,Winter 2024,Inactive,2024,2,Build internal tools with AI,toolify,ycombinator
Engines,https://engines.dev,Winter 2024,Inactive,2024,2,Setup any repo with one command,engines,ycombinator
Quary,https://www.quary.dev,Winter 2024,Inactive,2024,2,The first in-browser analytics engineering platform,quary,ycombinator
RadMate AI,https://www.radmate.ai,Winter 2024,Inactive,2024,2,Copilot for radiologists,radmate-ai,ycombinator
Lantern,http://lantern.dev,Winter 2024,Inactive,2023,3,Postgres vector databaseextension to build AI applications,lantern-2,ycombinator
Kips Health,,Summer 2023,Inactive,2023,2,The only patient engagement software that pays you.,kips-health,ycombinator
Movley,https://movley.com/,Summer 2023,Inactive,2023,8,Your e-commerce brand's product quality control department.,movley,ycombinator
Vizly,https://vizly.fyi,Summer 2023,Inactive,2023,2,Data to insights in seconds,vizly,ycombinator
Lysto,https://lysto.ai/,Summer 2023,Inactive,2024,2,Revenue intelligence platforms for startups,lysto,ycombinator
GreenTally,https://www.greentally.ai,Summer 2023,Inactive,2023,2,Affordable carbon tracking solution for all businesses,greentally,ycombinator
Atla,https://www.atla-ai.com/,Summer 2023,Inactive,2023,10,The improvement engine for AI agents,atla,ycombinator
Branch AI,https://www.branch-ai.com,Summer 2023,Inactive,2024,3,"""AI Overview Search, as aService""",branch-ai,ycombinator
Interlock,https://www.tryinterlock.com/,Winter 2023,Inactive,2023,2,We are still in stealth mode.,interlock,ycombinator
CodeParrot AI,https://codeparrot.ai/,Winter 2023,Inactive,2023,2,Helps Developers build stunning UI Lightning Fast ⚡️,codeparrot-ai,ycombinator
Magicflow 𐂂,https://magicflow.ai,Winter 2023,Inactive,2023,2,The Gen AI evaluation and curation platform,magicflow,ycombinator
Rubber Ducky Labs,https://www.rubberduckylabs.io/,Winter 2023,Inactive,2022,2,AI Powered Product Discovery,rubber-ducky-labs,ycombinator
Lynx,https://uselynx.ai,Winter 2023,Inactive,2023,5,AI platform for investigating and resolving engineering incidents,lynx,ycombinator
Layup,http://www.layuplabs.ai,Winter 2023,Inactive,2023,3,Guide your users. Right in your product.,layup,ycombinator
